"","country","stateProvince","municipality","locality","loc","loc.correct","latitude","longitude","resolution.gazetteer","source"
"437","Brazil","São Paulo","Pirajuí","APA RIO BATALHA","brazil_sao paulo_pirajui_apa rio batalha","brazil_sao paulo_pirajui_apa rio batalha","-21.8896770310331","-49.2734394368648","locality","cnuc_ibge"
"978","Brazil","São Paulo","Pirajuí","APA RIO BATALHA","brazil_sao paulo_pirajui_area protecao ambiental rio batalha","brazil_sao paulo_pirajui_apa rio batalha","-21.8896770310331","-49.2734394368648","locality","cnuc_ibge"
"227","Brazil","São Paulo","Pirapora do Bom Jesus","RPPN VOTURUNA","brazil_sao paulo_pirapora bom jesus_rppn voturuna","brazil_sao paulo_pirapora bom jesus_rppn voturuna","-23.4317639772478","-47.0166258697753","locality","cnuc_ibge"
"768","Brazil","São Paulo","Pirapora do Bom Jesus","RPPN VOTURUNA","brazil_sao paulo_pirapora bom jesus_reserva particular patrimonio natural voturuna","brazil_sao paulo_pirapora bom jesus_rppn voturuna","-23.4317639772478","-47.0166258697753","locality","cnuc_ibge"
"236","Brazil","São Paulo","Pirapora do Bom Jesus","RPPN VOTURUNA V","brazil_sao paulo_pirapora bom jesus_rppn voturuna v","brazil_sao paulo_pirapora bom jesus_rppn voturuna v","-23.4322113773614","-47.0248176792399","locality","cnuc_ibge"
"777","Brazil","São Paulo","Pirapora do Bom Jesus","RPPN VOTURUNA V","brazil_sao paulo_pirapora bom jesus_reserva particular patrimonio natural voturuna v","brazil_sao paulo_pirapora bom jesus_rppn voturuna v","-23.4322113773614","-47.0248176792399","locality","cnuc_ibge"
"511","Brazil","São Paulo","Pirapozinho","RPPN VISTA BONITA","brazil_sao paulo_pirapozinho_rppn vista bonita","brazil_sao paulo_pirapozinho_rppn vista bonita","-22.5388675889751","-51.7768067238681","locality","cnuc_ibge"
"1052","Brazil","São Paulo","Pirapozinho","RPPN VISTA BONITA","brazil_sao paulo_pirapozinho_reserva particular patrimonio natural vista bonita","brazil_sao paulo_pirapozinho_rppn vista bonita","-22.5388675889751","-51.7768067238681","locality","cnuc_ibge"
"184","Brazil","São Paulo","Pirassununga","RPPN MATA DO ROQUE","brazil_sao paulo_pirassununga_rppn mata roque","brazil_sao paulo_pirassununga_rppn mata roque","-22.0495677115712","-47.3765076481923","locality","cnuc_ibge"
"725","Brazil","São Paulo","Pirassununga","RPPN MATA DO ROQUE","brazil_sao paulo_pirassununga_reserva particular patrimonio natural mata roque","brazil_sao paulo_pirassununga_rppn mata roque","-22.0495677115712","-47.3765076481923","locality","cnuc_ibge"
"438","Brazil","São Paulo","Piratininga","APA RIO BATALHA","brazil_sao paulo_piratininga_apa rio batalha","brazil_sao paulo_piratininga_apa rio batalha","-22.3917395549613","-49.1857180439738","locality","cnuc_ibge"
"979","Brazil","São Paulo","Piratininga","APA RIO BATALHA","brazil_sao paulo_piratininga_area protecao ambiental rio batalha","brazil_sao paulo_piratininga_apa rio batalha","-22.3917395549613","-49.1857180439738","locality","cnuc_ibge"
"472","Brazil","São Paulo","Poá","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_poa_apa varzea rio tiete","brazil_sao paulo_poa_apa varzea rio tiete","-23.5123160010147","-46.3295598692475","locality","cnuc_ibge"
"1013","Brazil","São Paulo","Poá","APA VÁRZEA DO RIO TIETÊ","brazil_sao paulo_poa_area protecao ambiental varzea rio tiete","brazil_sao paulo_poa_apa varzea rio tiete","-23.5123160010147","-46.3295598692475","locality","cnuc_ibge"
